rang,Commune,Province,Region_std,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,DECISION_HUMAINE
1205,bab zitouba,Taza,Fès-Meknès,1,Bab Marzouka,0.696,Bab Tiouka,0.762,Sidi Kacem,97.12732919254658,
1206,bani Saden,Sefrou,Fès-Meknès,1,Aït Seghrouchen,0.48,Bni Said,0.778,Tétouan,97.14285714285714,
1207,ben souda,Fès,Fès-Meknès,1,Ain Bou Ali,0.5,Bni Oual,0.706,Ouezzane,97.1583850931677,
1208,beni bouyafrour,Nador,Oriental,1,Bni Bouifrou,0.815,Bni Bouifrou,0.815,Nador,97.17391304347827,
1209,bibane,Taounate,Fès-Meknès,1,El Bibane,0.8,El Bibane,0.8,Taounate,97.18944099378882,
1210,bin jradi,Taza,Fès-Meknès,1,Bab Boudir,0.421,Bir Jdid,0.706,Nouaceur,97.20496894409938,
1211,bizamame,Ouarzazate,Drâa-Tafilalet,1,Ouarzazate,0.444,Bir Tamtam,0.667,Sefrou,97.22049689440993,
1212,bni enssar,Agadir-Ida Ou Tanane,Souss-Massa,1,Aziar,0.4,Beni Ansar,0.8,Nador,97.2360248447205,
1213,alouahda,Taza,Fès-Meknès,1,Oulad Zbair,0.526,Lounasda,0.75,El Kelâa des Sraghna,97.25155279503106,
1214,Agdime,Tinghir,Drâa-Tafilalet,1,Imider,0.5,Agoudim,0.769,Midelt,97.26708074534162,
1215,farkhana,Nador,Oriental,1,Arekmane,0.625,Argana,0.714,Taroudant,97.28260869565217,
1216,ghigou,Sefrou,Fès-Meknès,1,Aït Seghrouchen,0.381,Guigou,0.833,Boulemane,97.29813664596273,
1217,ghorm El Alem,Béni Mellal,Béni Mellal-Khénifra,1,Foum El Anceur,0.593,Laghoualem,0.609,Benslimane,97.3136645962733,
1218,had mssila,Taza,Fès-Meknès,1,Msila,0.667,H'Ssyia,0.706,Zagora,97.32919254658385,
1219,hamria,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Lamrabih,0.571,Lamrija,0.769,Guercif,97.34472049689441,
1220,hamria,Taounate,Fès-Meknès,1,Zarkat,0.5,Lamrija,0.769,Guercif,97.36024844720497,
1221,harmomo,Sefrou,Fès-Meknès,1,Ahermoumou,0.706,Ahermoumou,0.706,Sefrou,97.37577639751552,
1222,harmomou,Sefrou,Fès-Meknès,1,Ahermoumou,0.778,Ahermoumou,0.778,Sefrou,97.3913043478261,
1223,bohrou,Tinghir,Drâa-Tafilalet,1,Bou Azmou,0.533,Bouhlou,0.769,Taza,97.40683229813665,
1224,booujediane,Larache,Tanger-Tétouan-Al Hoceïma,1,Souaken,0.444,Bou Jedyane,0.818,Ouezzane,97.4223602484472,
1225,bouachiba,Azilal,Béni Mellal-Khénifra,1,Ouaoula,0.5,Boughriba,0.778,Berkane,97.43788819875776,
1226,boujdian,Larache,Tanger-Tétouan-Al Hoceïma,1,Souaken,0.533,Oujda,0.769,Oujda-Angad,97.45341614906832,
1227,boujdiane,Larache,Tanger-Tétouan-Al Hoceïma,1,Souaken,0.5,Bou Jedyane,0.8,Ouezzane,97.46894409937889,
1228,bouqorra,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Kalaat Booqorra,0.609,Bouskoura,0.706,Nouaceur,97.48447204968944,
1229,bouramana,Driouch,Oriental,1,Ourdana,0.75,Ouaoumana,0.778,Khénifra,97.5,
1230,bouzlne,Taza,Fès-Meknès,1,Bouyablane,0.706,Boulemane,0.75,Boulemane,97.51552795031056,
1231,Bouigra,Chtouka-Aït Baha,Souss-Massa,1,Tizoughrane,0.556,Biougra,0.857,Inezgane-Aït Melloul,97.53105590062111,
1232,Boujarrah,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Bni Karrich,0.5,Bouarfa,0.75,Figuig,97.54658385093168,
1233,Boujdian,Larache,Tanger-Tétouan-Al Hoceïma,1,Souaken,0.533,Oujda,0.769,Oujda-Angad,97.56211180124224,
1234,Boukhalef,Guercif,Oriental,1,Bouchaouene,0.6,Bouhmame,0.706,Sidi Bennour,97.5776397515528,
1235,Boukora,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Bni Bouzra,0.588,Bouskoura,0.875,Nouaceur,97.59316770186335,
1236,Boukorra,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Bni Bouzra,0.556,Bouskoura,0.824,Nouaceur,97.6086956521739,
1237,Boulaajat,Taroudant,Souss-Massa,1,Ouled Aissa,0.5,Loulja,0.667,Fès,97.62422360248448,
1238,Boumalene,Ouarzazate,Drâa-Tafilalet,1,Toundoute,0.333,Boulemane,0.778,Boulemane,97.63975155279503,
1239,Boumalne k,Tinghir,Drâa-Tafilalet,1,Boumalne Dadès,0.75,Boumalne Dadès,0.75,Tinghir,97.65527950310559,
1240,Ben Tayeb,Nador,Oriental,1,Beni Ansar,0.526,Ben Taïeb,0.889,Driouch,97.67080745341615,
1241,Bojediane,Larache,Tanger-Tétouan-Al Hoceïma,1,Sidi Lyamani,0.381,Bou Jedyane,0.8,Ouezzane,97.6863354037267,
1242,Bolaajlat,Taroudant,Souss-Massa,1,Lamhara,0.5,Sidi Boulaalam,0.609,Essaouira,97.70186335403727,
1243,douar ain sora,Taounate,Fès-Meknès,1,Oulad Daoud,0.48,Oulad Ali Mansour,0.645,Chefchaouen,97.71739130434783,
1244,dr Afra,Ouarzazate,Drâa-Tafilalet,1,Afra,0.727,Afra,0.727,Ouarzazate,97.73291925465838,
1245,dr doultma,Essaouira,Marrakech-Safi,1,Sidi Boulaalam,0.5,Dar Oum Soltane,0.64,Meknès,97.74844720496894,
1246,dépisté à azrou,Larache,Tanger-Tétouan-Al Hoceïma,1,Rissana Janoubia,0.452,Ait Sebaa Lajrouf,0.438,Ifrane,97.7639751552795,
1247,jnan ward,Fès,Fès-Meknès,1,Ain Kansra,0.421,Ain Harrouda,0.571,Médiouna,97.77950310559007,
1248,karia ba ahmd,Taounate,Fès-Meknès,1,Aïn Aïcha,0.455,Karia Ba Mohamed,0.828,Moulay Yacoub,97.79503105590062,
1249,karia ba med,Taounate,Fès-Meknès,1,Ras El Oued,0.435,Karia Ba Mohamed,0.857,Moulay Yacoub,97.81055900621118,
1250,kella,Tinghir,Drâa-Tafilalet,1,Toudgha El Oulia,0.381,Mellila,0.667,Benslimane,97.82608695652173,
1251,A/ Chefk,Al Haouz,Marrakech-Safi,1,Ahl Tifnoute,0.316,Ain Chkef,0.75,Fès,97.8416149068323,
1252,hay dari,Agadir-Ida Ou Tanane,Souss-Massa,1,Tadrart,0.533,Had Dra,0.667,Essaouira,97.85714285714286,
1253,hdida,Tinghir,Drâa-Tafilalet,1,Tinejdad,0.462,Haddada,0.667,Kénitra,97.87267080745342,
1254,iatachne,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.375,Tafetachte,0.667,Essaouira,97.88819875776397,
1255,iazanenn,Nador,Oriental,1,Iaazzanene,0.778,Iaazzanene,0.778,Nador,97.90372670807453,
1256,ibrghosne,Tinghir,Drâa-Tafilalet,1,Tinghir,0.375,Tighedouine,0.6,Al Haouz,97.9192546583851,
1257,idaogaylat,Taroudant,Souss-Massa,1,Ida Ou Gailal,0.696,Ida Ou Gailal,0.696,Taroudant,97.93478260869566,
1258,igermaouas,Driouch,Oriental,1,Amejjaou,0.444,Ijarmaouas,0.8,Al Hoceïma,97.95031055900621,
1259,igherme,Taroudant,Souss-Massa,1,Irherm,0.769,Irherm,0.769,Taroudant,97.96583850931677,
1260,ighmnigrane,Tinghir,Drâa-Tafilalet,1,Tinghir,0.556,Ighzrane,0.737,Taza,97.98136645962732,
1261,dalas,Béni Mellal,Béni Mellal-Khénifra,1,Dir El Ksiba,0.235,Dakhla,0.727,Oued Ed-Dahab,97.9968944099379,
1262,douar OUDAD,Taounate,Fès-Meknès,1,Oulad Daoud,0.636,Ouaoula,0.667,Azilal,98.01242236024845,
1263,Abdellah Chefchaouni,Tinghir,Drâa-Tafilalet,1,Ferkla El Oulia,0.4,Chefchaouen,0.645,Chefchaouen,98.027950310559,
1264,Ad Sayeh,Essaouira,Marrakech-Safi,1,Sidi Ahmed Essayeh,0.615,Aday,0.667,Assa-Zag,98.04347826086956,
1265,Admam,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Senada,0.545,Oulad Zmam,0.667,Fquih Ben Salah,98.05900621118012,
1266,Afellaisen,Chichaoua,Marrakech-Safi,1,Afalla Issen,0.818,Afalla Issen,0.818,Chichaoua,98.07453416149069,
1267,Agdal,Fès,Fès-Meknès,1,Ain Bida,0.462,Imgdal,0.727,Al Haouz,98.09006211180125,
1268,kolla,Larache,Tanger-Tétouan-Al Hoceïma,1,Souk Tolba,0.533,Kechoula,0.615,Chichaoua,98.1055900621118,
1269,lagnat,Béni Mellal,Béni Mellal-Khénifra,1,Oulad Gnaou,0.588,Lagnadiz,0.714,Khouribga,98.12111801242236,
1270,laksir,El Hajeb,Fès-Meknès,1,Iqaddar,0.308,Laqsir,0.833,Moulay Yacoub,98.13664596273291,
1271,lamzem,El Kelâa des Sraghna,Marrakech-Safi,1,Oulad Amer,0.5,Talzemt,0.615,Boulemane,98.15217391304348,
1272,lbour,Tinghir,Drâa-Tafilalet,1,Outerbat,0.462,Bourd,0.8,Al Hoceïma,98.16770186335404,
1273,ighrmloune,Tinghir,Drâa-Tafilalet,1,Aghbalou N'Kerdous,0.5,Tighedouine,0.667,Al Haouz,98.1832298136646,
1274,imghrane,Tinghir,Drâa-Tafilalet,1,Tinghir,0.533,Ighzrane,0.875,Taza,98.19875776397515,
1275,iminifri,Azilal,Béni Mellal-Khénifra,1,Tifni,0.462,Sidi Ifni,0.471,Sidi Ifni,98.21428571428571,
1276,imzoudar,Tinghir,Drâa-Tafilalet,1,Imider,0.571,Mzoudia,0.8,Chichaoua,98.22981366459628,
1277,izourka,Tinghir,Drâa-Tafilalet,1,Outerbat,0.533,Ourika,0.769,Al Haouz,98.24534161490683,
1278,jmaat abdellah,Al Haouz,Marrakech-Safi,1,Tameslouht,0.167,Ait Abdellah,0.846,Chtouka-Aït Baha,98.26086956521739,
1279,Borj Mechkouk,Taounate,Fès-Meknès,1,Bouhouda,0.476,Bir Mezoui,0.609,Khouribga,98.27639751552795,
1280,Bouallou,Taounate,Fès-Meknès,1,Bouarouss,0.706,Bouhlou,0.8,Taza,98.2919254658385,
1281,Bouaziar,Azilal,Béni Mellal-Khénifra,1,Azilal,0.571,Aziar,0.769,Agadir-Ida Ou Tanane,98.30745341614907,
1282,Bouazoune,Taounate,Fès-Meknès,1,Ouaouzgane,0.737,Boulaouane,0.842,Sidi Bennour,98.32298136645963,
1283,Boubaan,Nador,Oriental,1,Bouarg,0.615,Boukraa,0.714,Laâyoune,98.33850931677019,
1284,Boubria,Berkane,Oriental,1,Boughriba,0.75,Ourika,0.769,Al Haouz,98.35403726708074,
1285,Bouchamate,Taounate,Fès-Meknès,1,Bouadel,0.588,Bouhmame,0.778,Sidi Bennour,98.3695652173913,
1286,Bouchibat,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Boudinar,0.588,Boughriba,0.778,Berkane,98.38509316770187,
1287,Bouderbala,Sefrou,Fès-Meknès,1,Imouzzer Kandar,0.48,Boukraa,0.706,Laâyoune,98.40062111801242,
1288,Bouezgar,Essaouira,Marrakech-Safi,1,Bouzemmour,0.556,Bouarg,0.714,Nador,98.41614906832298,
1289,Bougaala,Guelmim,Guelmim-Oued Noun,1,Bouizakarne,0.526,Jouala,0.714,El Kelâa des Sraghna,98.43167701863354,
1290,Bougumez,Azilal,Béni Mellal-Khénifra,1,Taounza,0.4,Aouguenz,0.75,Chtouka-Aït Baha,98.4472049689441,
1291,Berraca,Nador,Oriental,1,Beni Ansar,0.353,Errachidia,0.706,Errachidia,98.46273291925466,
1292,Berraka,Nador,Oriental,1,Hassi Berkane,0.5,Braksa,0.769,Khouribga,98.47826086956522,
1293,Abdellah Chefchaouni,Agadir-Ida Ou Tanane,Souss-Massa,1,Adaghas,0.37,Chefchaouen,0.645,Chefchaouen,98.49378881987577,
1294,Abdellah Chefchaouni,Ouarzazate,Drâa-Tafilalet,1,Afella N'Dra,0.438,Chefchaouen,0.645,Chefchaouen,98.50931677018633,
1295,rahouana,Nador,Oriental,1,Selouane,0.5,Lahouaza,0.75,Settat,98.5248447204969,
1296,rass lma,Nador,Oriental,1,Hassi Berkane,0.476,Ras El Ma,0.824,Berkane,98.54037267080746,
1297,regraga,Al Haouz,Marrakech-Safi,1,Agafay,0.462,Reggada,0.714,Tiznit,98.55590062111801,
1298,regragua,Essaouira,Marrakech-Safi,1,Sidi Aissa Regragui,0.519,Reggada,0.667,Tiznit,98.57142857142857,
1299,lhart,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.375,Lahdar,0.727,Youssoufia,98.58695652173913,
1300,lharte,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.353,Lahdar,0.667,Youssoufia,98.6024844720497,
1301,marnissa,Taounate,Fès-Meknès,1,Tissa,0.615,Massa,0.769,Tiznit,98.61801242236025,
1302,menzel,Sefrou,Fès-Meknès,1,El Menzel,0.8,El Menzel,0.8,Sefrou,98.63354037267081,
1303,mezguitem,Taza,Fès-Meknès,1,El Gouzate,0.421,Mezguita,0.824,Ouarzazate,98.64906832298136,
1304,mirna,Tinghir,Drâa-Tafilalet,1,Imider,0.545,Smià,0.667,Taza,98.66459627329192,
1305,moqrisat,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Brikcha,0.4,Moqrisset,0.824,Chefchaouen,98.68012422360249,
1306,moujjou,Sefrou,Fès-Meknès,1,Ahermoumou,0.588,Boujdour,0.667,Boujdour,98.69565217391305,
1307,municipalité nador,Nador,Oriental,1,Nador,0.435,Sidi Ali Ben Hamdouche,0.5,El Jadida,98.7111801242236,
1308,my abdelkader,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.348,Moulay Abdelkader,0.867,Ouezzane,98.72670807453416,
1309,my abdelkrim,Taounate,Fès-Meknès,1,Moulay Ahmed Cherif,0.516,Moulay Abdelkrim,0.857,Moulay Yacoub,98.74223602484471,
1310,A/Hmmou,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Izemmouren,0.471,Ait Hammou,0.824,Rehamna,98.75776397515529,
1311,A.ali Youssef,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Aït Youssef Ou Ali,0.645,Oulad Ali Youssef,0.8,Boulemane,98.77329192546584,
1312,A.maatouf,Taounate,Fès-Meknès,1,Ain Maatouf,0.8,Ain Maatouf,0.8,Taounate,98.7888198757764,
1313,saghro,Tinghir,Drâa-Tafilalet,1,Tinghir,0.462,Maghraoua,0.667,Taza,98.80434782608695,
1314,sahel,Tiznit,Souss-Massa,1,Arbaa Sahel,0.625,Salé,0.667,Salé,98.81987577639751,
1315,sais,Fès,Fès-Meknès,1,Ain Kansra,0.429,Assais,0.8,Taroudant,98.83540372670808,
1316,sebte tafraoutene,Taroudant,Souss-Massa,1,Tafraouten,0.741,Tafraouten,0.741,Taroudant,98.85093167701864,
1317,nakhla,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Azla,0.6,Dakhla,0.833,Oued Ed-Dahab,98.86645962732919,
1318,o ghalem,Settat,Casablanca-Settat,1,Toualet,0.533,Ouled Ghanem,0.7,Sidi Bennour,98.88198757763975,
1319,oled bouaziri,Settat,Casablanca-Settat,1,Oulad Abbou,0.583,Oulad Bourima,0.692,Taza,98.8975155279503,
1320,oled bouchair,Settat,Casablanca-Settat,1,Oulad Abbou,0.583,Oulad Boughadi,0.741,Khouribga,98.91304347826087,
1321,oled mhala,Taroudant,Souss-Massa,1,Ouled Aissa,0.667,Oued Malha,0.7,Chefchaouen,98.92857142857143,
1322,omyache,Tinghir,Drâa-Tafilalet,1,Imilchil,0.4,Rouached,0.667,Fquih Ben Salah,98.94409937888199,
1323,oued Kasaba,Taounate,Fès-Meknès,1,Oued Jemaa,0.667,Ouled Aissa,0.727,Taroudant,98.95962732919254,
1324,oued fes,Fès,Fès-Meknès,1,Fès,0.545,Oued Zem,0.75,Khouribga,98.9751552795031,
1325,ouledamghar,Driouch,Oriental,1,Ourdana,0.556,Oulad Amghar,0.87,Al Hoceïma,98.99068322981367,
1326,qd ben aouda,Kénitra,Rabat-Salé-Kénitra,1,Ben Mansour,0.609,Kariat Ben Aouda,0.714,Ouezzane,99.00621118012423,
1327,Biban,Taounate,Fès-Meknès,1,El Bibane,0.714,El Bibane,0.714,Taounate,99.02173913043478,
1328,Bin Jradi,Taza,Fès-Meknès,1,Bab Boudir,0.421,Bir Jdid,0.706,Nouaceur,99.03726708074534,
1329,Bit Ghouleme,Taza,Fès-Meknès,1,Bni Lent,0.5,Boulemane,0.667,Boulemane,99.0527950310559,
1330,Bit ghoulem,Taza,Fès-Meknès,1,Bni Lent,0.526,Bni Faghloum,0.696,Chefchaouen,99.06832298136646,
1331,Bkakacha,Settat,Casablanca-Settat,1,Dar Chaffai,0.421,Ayacha,0.714,Larache,99.08385093167702,
1332,Bni Amer,El Kelâa des Sraghna,Marrakech-Safi,1,Oulad Amer,0.556,Bni Ammart,0.778,Taounate,99.09937888198758,
1333,Bni Koulla,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Bni Quolla,0.8,Bni Quolla,0.8,Ouezzane,99.11490683229813,
1334,Bni Saden,Sefrou,Fès-Meknès,1,Bir Tamtam,0.421,Bni Said,0.824,Tétouan,99.1304347826087,
1335,Bni ahmed,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Bni Hadifa,0.632,Ben Ahmed,0.889,Khouribga,99.14596273291926,
1336,Bnimaati,Settat,Casablanca-Settat,1,Mniaa,0.615,Bni Ayat,0.75,Azilal,99.16149068322981,
1337,,Fès,Fès-Meknès,1,Sidi Hrazem,0.0,,0.0,,99.17701863354037,
1338,,Guercif,Oriental,1,Tissaf,0.0,,0.0,,99.19254658385093,
1339,"A,taourirt",Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Arbaa Taourirt,0.75,Taourirt,0.889,Taourirt,99.2080745341615,
1340,A. Taorirt,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Arbaa Taourirt,0.75,Taourirt,0.778,Taourirt,99.22360248447205,
1341,A.D.C,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.267,Agdz,0.444,Ouarzazate,99.23913043478261,
1342,A.Gdah,Taounate,Fès-Meknès,1,Ain Legdah,0.625,Madagh,0.667,Berkane,99.25465838509317,
1343,tighmatine,Tinghir,Drâa-Tafilalet,1,Tilmi,0.533,Tighmi,0.75,Tiznit,99.27018633540372,
1344,tisli,Tinghir,Drâa-Tafilalet,1,Tilmi,0.8,Tisqi,0.8,Azilal,99.28571428571429,
1345,tizitounte,Chichaoua,Marrakech-Safi,1,Ain Tazitounte,0.75,Tiztoutine,0.8,Driouch,99.30124223602485,
1346,A S Scharkia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Sahl Charkia,0.667,Assaki,0.667,Al Haouz,99.3167701863354,
1347,sghanghan,Nador,Oriental,1,Zeghanghane,0.8,Zeghanghane,0.8,Nador,99.33229813664596,
1348,sidi A Tadeli,Sefrou,Fès-Meknès,1,Ahl Sidi Lahcen,0.5,Sidi Al Kamel,0.769,Sidi Slimane,99.34782608695652,
1349,sidi A Tadeli Lalal yaza,Sefrou,Fès-Meknès,1,Dar El Hamra,0.389,Sidi Allal Tazi,0.667,Kénitra,99.36335403726709,
1350,sidi ahmed hamed,Essaouira,Marrakech-Safi,1,Sidi H'Mad Ou Hamed,0.743,Sidi H'Mad Ou Hamed,0.743,Essaouira,99.37888198757764,
1351,sidi ahmed tadli,Meknès,Fès-Meknès,1,Oued Jdida,0.308,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,99.3944099378882,
1352,sidi kamel,Larache,Tanger-Tétouan-Al Hoceïma,1,Sidi Lyamani,0.636,Sidi Al Kamel,0.87,Sidi Slimane,99.40993788819875,
1353,"sidi med b,lahcen",Taounate,Fès-Meknès,1,Sidi M'Hamed Ben Lahcen,0.8,Sidi M'Hamed Ben Lahcen,0.8,Taounate,99.42546583850931,
1354,takkad,Chtouka-Aït Baha,Souss-Massa,1,Tabia,0.545,Akka,0.8,Tata,99.44099378881988,
1355,tamlalte,Tinghir,Drâa-Tafilalet,1,Imilchil,0.375,Tamallalt,0.824,El Kelâa des Sraghna,99.45652173913044,
1356,taouima,Nador,Oriental,1,Al Aroui,0.533,Touama,0.769,Marrakech,99.472049689441,
1357,taoujtat,El Hajeb,Fès-Meknès,1,Agourai,0.533,Tazouta,0.8,Sefrou,99.48757763975155,
1358,"A,Y,Ouali",Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Rouadi,0.533,Oualili,0.625,Meknès,99.5031055900621,
1359,zgangan,Nador,Oriental,1,Zeghanghane,0.778,Zeghanghane,0.778,Nador,99.51863354037268,
1360,A S jbel,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,99.53416149068323,
1361,7Eme Bsi Melitaire,Taza,Fès-Meknès,1,Msila,0.435,Ameur Seflia,0.533,Kénitra,99.54968944099379,
1362,7eme BISI,Taza,Fès-Meknès,1,Msila,0.429,Mesti,0.429,Sidi Ifni,99.56521739130434,
1363,A H yahya,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.471,Ait Yahya,0.778,Midelt,99.5807453416149,
1364,A S J oulia,Tinghir,Drâa-Tafilalet,1,Ferkla El Oulia,0.615,Rass Oumlil,0.636,Tan-Tan,99.59627329192547,
1365,A S J soufla,Tinghir,Drâa-Tafilalet,1,Ferkla Es-Soufla,0.714,Ferkla Es-Soufla,0.714,Tinghir,99.61180124223603,
1366,A S Jbel olia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.684,Ait Sedrate Jbel El Oulia,0.684,Tinghir,99.62732919254658,
1367,A S S charkia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Sahl Charkia,0.703,Ait Sedrate Sahl Charkia,0.703,Tinghir,99.64285714285714,
1368,,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Tizgane,0.0,,0.0,,99.6583850931677,
1369,,Chtouka-Aït Baha,Souss-Massa,1,Toumliline,0.0,,0.0,,99.67391304347827,
1370,,El Kelâa des Sraghna,Marrakech-Safi,1,Znada,0.0,,0.0,,99.68944099378882,
1371,z elbir,Tinghir,Drâa-Tafilalet,1,M'Semrir,0.533,Ksar el-Kebir,0.6,Larache,99.70496894409938,
1372,tarmouchte,Tinghir,Drâa-Tafilalet,1,Outerbat,0.444,Tabaroucht,0.8,Béni Mellal,99.72049689440993,
1373,,Khénifra,Béni Mellal-Khénifra,1,Zaouiat Cheikh,0.0,,0.0,,99.7360248447205,
1374,,Meknès,Fès-Meknès,1,Toulal,0.0,,0.0,,99.75155279503106,
1375,K.Tadla,Béni Mellal,Béni Mellal-Khénifra,1,Kasba Tadla,0.667,Tamda,0.667,Rehamna,99.76708074534162,
1376,K_Ba_Mohamed,Taounate,Fès-Meknès,1,Sidi Haj M’hamed,0.519,Karia Ba Mohamed,0.714,Moulay Yacoub,99.78260869565217,
1377,Kaa Assrass,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Al Hamra,0.421,Assaisse,0.632,Ouarzazate,99.79813664596273,
1378,Ihoudjjine,Azilal,Béni Mellal-Khénifra,1,Imi N'Oulaoune,0.417,Bigoudine,0.737,Taroudant,99.8136645962733,
1379,Ijfi,Driouch,Oriental,1,Ifarni,0.6,Tifni,0.667,Azilal,99.82919254658385,
1380,A S jbel olia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.684,Ait Sedrate Jbel El Oulia,0.684,Tinghir,99.84472049689441,
1381,A S jbel sofla,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Soufla,0.7,Ait Sedrate Jbel El Soufla,0.7,Tinghir,99.86024844720497,
1382,A s jbel,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,99.87577639751552,
1383,A s s charkia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Sahl Charkia,0.703,Ait Sedrate Sahl Charkia,0.703,Tinghir,99.8913043478261,
1384,"A, Mediona A ,Medoina",Taounate,Fès-Meknès,1,Ain Mediouna,0.545,Ain Mediouna,0.545,Taounate,99.90683229813665,
1385,tkhabecht,Driouch,Oriental,1,Tafersit,0.471,Tafetachte,0.632,Essaouira,99.9223602484472,
1386,tlat louta,Nador,Oriental,1,Bni Sidel Louta,0.56,Tazouta,0.706,Sefrou,99.93788819875776,
1387,trik alwahda,Taza,Fès-Meknès,1,Tahla,0.471,Sti Fadma,0.476,Al Haouz,99.95341614906832,
1388,15Eme Gare,Taza,Fès-Meknès,1,El Gouzate,0.5,M'Garto,0.588,Khouribga,99.96894409937889,
1389,7Eme Bsi,Taza,Fès-Meknès,1,Msila,0.462,Mesti,0.615,Sidi Ifni,99.98447204968944,
1390,zegota,Sidi Kacem,Rabat-Salé-Kénitra,1,Zaggota,0.769,Zaggota,0.769,Sidi Kacem,100.0,
